,Unnamed: 0,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT
39,39,89514099999,2003-04-16,-70.7666666,11.75,-999.9,"MAITRI, AY",19.9,4,9999.9,0,964.4,4,999.9,0,6.2,4,31.2,4,35.0,999.9,25.2, ,17.6, ,0.0,D,999.9,0
40,40,89514099999,2003-04-17,-70.7666666,11.75,-999.9,"MAITRI, AY",19.1,4,9999.9,0,963.7,4,999.9,0,6.2,4,32.3,4,48.6,999.9,22.1, ,16.3, ,0.0,D,999.9,0
41,41,89514099999,2003-04-18,-70.7666666,11.75,-999.9,"MAITRI, AY",5.2,4,9999.9,0,971.9,4,999.9,0,6.2,4,0.0,4,999.9,999.9,22.1, ,-0.2,*,0.0,D,999.9,0
42,42,89514099999,2003-04-19,-70.7666666,11.75,-999.9,"MAITRI, AY",5.1,4,9999.9,0,979.0,4,999.9,0,4.0,4,17.2,4,25.1,999.9,12.2, ,-1.3, ,0.0,D,999.9,1000
43,43,89514099999,2003-04-20,-70.7666666,11.75,-999.9,"MAITRI, AY",10.3,4,9999.9,0,967.1,4,999.9,0,6.2,4,18.9,4,28.0,999.9,15.8, ,2.1, ,0.0,D,999.9,0
44,44,89514099999,2003-04-21,-70.7666666,11.75,-999.9,"MAITRI, AY",15.5,4,9999.9,0,973.5,4,999.9,0,3.8,4,28.0,4,31.9,999.9,20.3, ,4.1, ,0.0,D,999.9,0
45,45,89514099999,2003-04-23,-70.7666666,11.75,-999.9,"MAITRI, AY",19.2,4,9999.9,0,974.9,4,999.9,0,5.3,4,21.5,4,29.9,999.9,23.9, ,16.7, ,0.0,D,999.9,0
46,46,89514099999,2003-04-24,-70.7666666,11.75,-999.9,"MAITRI, AY",11.6,4,9999.9,0,981.9,4,999.9,0,6.2,4,12.7,4,15.9,999.9,21.2, ,8.2, ,0.0,D,999.9,0
47,47,89514099999,2003-04-25,-70.7666666,11.75,-999.9,"MAITRI, AY",4.4,4,9999.9,0,979.8,4,999.9,0,6.2,4,12.0,4,27.0,999.9,12.2, ,-3.6,*,0.0,D,999.9,0
48,48,89514099999,2003-04-27,-70.7666666,11.75,-999.9,"MAITRI, AY",3.7,4,9999.9,0,995.8,4,999.9,0,6.2,4,9.0,4,28.0,999.9,12.6,*,-4.0, ,0.0,D,999.9,0
49,49,89514099999,2003-04-28,-70.7666666,11.75,-999.9,"MAITRI, AY",12.2,4,9999.9,0,986.4,4,999.9,0,6.2,4,35.5,4,35.9,999.9,15.8, ,5.2, ,0.0,D,999.9,0
50,50,89514099999,2003-04-30,-70.7666666,11.75,-999.9,"MAITRI, AY",9.4,4,9999.9,0,994.1,4,999.9,0,0.3,4,24.5,4,29.9,999.9,13.1, ,7.7, ,0.0,D,999.9,0
51,51,89514099999,2003-05-01,-70.7666666,11.75,-999.9,"MAITRI, AY",16.3,4,9999.9,0,991.3,4,999.9,0,0.0,4,30.2,4,34.0,999.9,18.7, ,7.7, ,0.0,D,999.9,0
52,52,89514099999,2003-05-02,-70.7666666,11.75,-999.9,"MAITRI, AY",17.6,4,9999.9,0,995.2,4,999.9,0,0.3,4,34.4,4,42.0,999.9,21.2, ,14.2, ,0.0,D,999.9,0
53,53,89514099999,2003-05-03,-70.7666666,11.75,-999.9,"MAITRI, AY",23.7,4,9999.9,0,999.4,4,999.9,0,1.0,4,24.5,4,29.9,999.9,26.6, ,15.8, ,0.0,D,999.9,0
54,54,89514099999,2003-05-04,-70.7666666,11.75,-999.9,"MAITRI, AY",13.1,4,9999.9,0,1004.8,4,999.9,0,6.2,4,4.5,4,18.1,999.9,25.7, ,4.1,*,0.0,D,999.9,0
55,55,89514099999,2003-05-06,-70.7666666,11.75,-999.9,"MAITRI, AY",3.6,4,9999.9,0,989.1,4,999.9,0,6.2,4,3.0,4,7.0,999.9,15.8, ,-4.5, ,0.0,D,999.9,0
56,56,89514099999,2003-05-08,-70.7666666,11.75,-999.9,"MAITRI, AY",5.3,4,9999.9,0,993.0,4,999.9,0,6.2,4,21.0,4,29.9,999.9,8.6, ,-4.0, ,0.0,D,999.9,0
57,57,89514099999,2003-05-10,-70.7666666,11.75,-999.9,"MAITRI, AY",-1.3,4,9999.9,0,980.7,4,999.9,0,6.2,4,16.2,4,31.9,999.9,5.0, ,-8.5, ,0.0,D,999.9,0
58,58,89514099999,2003-05-11,-70.7666666,11.75,-999.9,"MAITRI, AY",2.2,4,9999.9,0,977.9,4,999.9,0,0.9,4,32.4,4,35.9,999.9,6.3, ,-3.1, ,0.0,D,999.9,0
59,59,89514099999,2003-05-13,-70.7666666,11.75,-999.9,"MAITRI, AY",-1.5,4,9999.9,0,977.8,4,999.9,0,6.2,4,5.7,4,9.9,999.9,7.2, ,-8.1, ,0.0,D,999.9,0
60,60,89514099999,2003-05-16,-70.7666666,11.75,-999.9,"MAITRI, AY",3.3,4,9999.9,0,982.0,4,999.9,0,1.4,4,15.5,4,20.0,999.9,7.9, ,1.4,*,0.0,D,999.9,11000
61,61,89514099999,2003-05-18,-70.7666666,11.75,-999.9,"MAITRI, AY",8.4,4,9999.9,0,982.4,4,999.9,0,0.4,4,38.0,4,40.0,999.9,11.1, ,1.6, ,0.0,D,999.9,0
62,62,89514099999,2003-05-19,-70.7666666,11.75,-999.9,"MAITRI, AY",12.5,4,9999.9,0,986.1,4,999.9,0,0.7,4,33.5,4,42.0,999.9,17.1, ,7.7, ,0.0,D,999.9,0
63,63,89514099999,2003-05-20,-70.7666666,11.75,-999.9,"MAITRI, AY",8.8,4,9999.9,0,980.3,4,999.9,0,6.2,4,24.0,4,28.0,999.9,16.5, ,3.2, ,0.0,D,999.9,0
64,64,89514099999,2003-05-21,-70.7666666,11.75,-999.9,"MAITRI, AY",-1.0,4,9999.9,0,983.4,4,999.9,0,6.2,4,19.3,4,27.0,999.9,7.9, ,-5.8, ,0.0,D,999.9,0
65,65,89514099999,2003-05-22,-70.7666666,11.75,-999.9,"MAITRI, AY",7.9,4,9999.9,0,990.6,4,999.9,0,0.3,4,49.4,4,57.9,999.9,14.4,*,-4.0, ,0.0,D,999.9,0
66,66,89514099999,2003-05-23,-70.7666666,11.75,-999.9,"MAITRI, AY",15.0,4,9999.9,0,997.4,4,999.9,0,0.0,4,39.2,4,43.9,999.9,17.6, ,12.7, ,0.0,D,999.9,0
67,67,89514099999,2003-05-25,-70.7666666,11.75,-999.9,"MAITRI, AY",13.2,4,9999.9,0,978.3,4,999.9,0,0.1,4,34.9,4,45.8,999.9,18.0, ,10.8, ,0.0,D,999.9,0
68,68,89514099999,2003-05-26,-70.7666666,11.75,-999.9,"MAITRI, AY",14.4,4,9999.9,0,982.4,4,999.9,0,0.0,4,40.9,4,43.9,999.9,16.7, ,1.4, ,0.0,D,999.9,0
69,69,89514099999,2003-05-27,-70.7666666,11.75,-999.9,"MAITRI, AY",15.6,4,9999.9,0,987.7,4,999.9,0,0.1,4,36.2,4,40.0,999.9,18.5, ,13.1, ,0.0,D,999.9,0
70,70,89514099999,2003-05-28,-70.7666666,11.75,-999.9,"MAITRI, AY",22.1,4,9999.9,0,975.8,4,999.9,0,0.3,4,46.7,4,55.0,999.9,25.3, ,14.9, ,0.0,D,999.9,0
71,71,89514099999,2003-05-31,-70.7666666,11.75,-999.9,"MAITRI, AY",6.1,4,9999.9,0,987.1,4,999.9,0,6.2,4,20.3,4,25.1,999.9,11.5, ,-0.2, ,0.0,D,999.9,0
72,72,89514099999,2003-06-03,-70.7666666,11.75,-999.9,"MAITRI, AY",4.8,4,9999.9,0,1006.2,4,999.9,0,6.2,4,19.2,4,23.9,999.9,7.5, ,2.3, ,0.0,D,999.9,0
73,73,89514099999,2003-06-06,-70.7666666,11.75,-999.9,"MAITRI, AY",1.6,4,9999.9,0,991.2,4,999.9,0,6.2,4,11.5,4,16.9,999.9,10.9, ,-4.7,*,0.0,D,999.9,0
74,74,89514099999,2003-06-08,-70.7666666,11.75,-999.9,"MAITRI, AY",9.5,4,9999.9,0,989.5,4,999.9,0,4.3,4,19.5,4,23.9,999.9,11.1, ,1.4, ,0.0,D,999.9,0
75,75,89514099999,2003-06-10,-70.7666666,11.75,-999.9,"MAITRI, AY",7.5,4,9999.9,0,989.2,4,999.9,0,6.2,4,21.5,4,28.0,999.9,10.0, ,3.4, ,0.0,D,999.9,0
76,76,89514099999,2003-06-11,-70.7666666,11.75,-999.9,"MAITRI, AY",8.1,4,9999.9,0,988.8,4,999.9,0,6.2,4,21.0,4,26.0,999.9,10.8, ,5.9, ,0.0,D,999.9,0
77,77,89514099999,2003-06-16,-70.7666666,11.75,-999.9,"MAITRI, AY",17.7,4,9999.9,0,991.9,4,999.9,0,2.9,4,33.7,4,36.9,999.9,20.5, ,14.0, ,0.0,D,999.9,0
78,78,89514099999,2003-06-17,-70.7666666,11.75,-999.9,"MAITRI, AY",15.3,4,9999.9,0,988.1,4,999.9,0,3.4,4,39.5,4,42.0,999.9,20.3, ,12.9,*,0.0,D,999.9,0
79,79,89514099999,2003-06-18,-70.7666666,11.75,-999.9,"MAITRI, AY",7.3,4,9999.9,0,996.4,4,999.9,0,6.2,4,28.5,4,40.0,999.9,15.8, ,4.3,*,0.0,D,999.9,0
80,80,89514099999,2003-06-19,-70.7666666,11.75,-999.9,"MAITRI, AY",1.5,4,9999.9,0,1002.8,4,999.9,0,6.2,4,14.8,4,18.1,999.9,7.3, ,-2.4, ,0.0,D,999.9,0
81,81,89514099999,2003-06-26,-70.7666666,11.75,-999.9,"MAITRI, AY",1.0,4,9999.9,0,997.8,4,999.9,0,6.2,4,14.0,4,22.0,999.9,11.3, ,-1.5,*,0.0,D,999.9,0
82,82,89514099999,2003-06-27,-70.7666666,11.75,-999.9,"MAITRI, AY",-2.2,4,9999.9,0,1005.8,4,999.9,0,6.2,4,10.2,4,18.1,999.9,3.7, ,-8.1, ,0.0,D,999.9,0
83,83,89514099999,2003-06-28,-70.7666666,11.75,-999.9,"MAITRI, AY",3.0,4,9999.9,0,1000.2,4,999.9,0,6.2,4,10.7,4,14.0,999.9,6.8, ,-2.4, ,0.0,D,999.9,0
84,84,89514099999,2003-06-29,-70.7666666,11.75,-999.9,"MAITRI, AY",0.5,4,9999.9,0,993.8,4,999.9,0,6.2,4,2.8,4,11.1,999.9,6.8, ,-2.9, ,0.0,D,999.9,1000
85,85,89514099999,2003-06-30,-70.7666666,11.75,-999.9,"MAITRI, AY",-5.2,4,9999.9,0,994.2,4,999.9,0,6.2,4,4.5,4,9.9,999.9,2.8, ,-8.5, ,0.0,D,999.9,0
86,86,89514099999,2003-07-01,-70.7666666,11.75,-999.9,"MAITRI, AY",-1.9,4,9999.9,0,992.9,4,999.9,0,6.2,4,11.5,4,22.0,999.9,3.2, ,-8.3, ,0.0,D,999.9,0
87,87,89514099999,2003-07-02,-70.7666666,11.75,-999.9,"MAITRI, AY",5.3,4,9999.9,0,996.0,4,999.9,0,6.2,4,13.5,4,22.0,999.9,9.0, ,-4.5, ,0.0,D,999.9,0
88,88,89514099999,2003-07-04,-70.7666666,11.75,-999.9,"MAITRI, AY",2.7,4,9999.9,0,1008.7,4,999.9,0,6.2,4,5.0,4,15.9,999.9,8.2, ,-6.2, ,0.0,D,999.9,0
89,89,89514099999,2003-07-05,-70.7666666,11.75,-999.9,"MAITRI, AY",-4.8,4,9999.9,0,998.7,4,999.9,0,6.2,4,8.5,4,18.1,999.9,6.1, ,-7.2, ,0.0,D,999.9,0
90,90,89514099999,2003-07-06,-70.7666666,11.75,-999.9,"MAITRI, AY",2.4,4,9999.9,0,998.6,4,999.9,0,6.2,4,23.9,4,28.0,999.9,5.7, ,-6.3, ,0.0,I,999.9,0
91,91,89514099999,2003-07-09,-70.7666666,11.75,-999.9,"MAITRI, AY",6.5,4,9999.9,0,992.2,4,999.9,0,6.2,4,10.5,4,20.0,999.9,14.9, ,0.3,*,0.0,D,999.9,0
92,92,89514099999,2003-07-12,-70.7666666,11.75,-999.9,"MAITRI, AY",0.7,4,9999.9,0,967.6,4,999.9,0,6.2,4,8.2,4,22.9,999.9,7.0,*,-7.2, ,0.0,D,999.9,0
93,93,89514099999,2003-07-13,-70.7666666,11.75,-999.9,"MAITRI, AY",7.1,4,9999.9,0,981.2,4,999.9,0,5.3,4,13.2,4,23.9,999.9,17.1, ,2.1, ,0.0,D,999.9,1000
94,94,89514099999,2003-07-14,-70.7666666,11.75,-999.9,"MAITRI, AY",8.4,4,9999.9,0,982.2,4,999.9,0,2.5,4,23.9,4,26.0,999.9,10.4, ,4.6, ,0.0,D,999.9,0
95,95,89514099999,2003-07-15,-70.7666666,11.75,-999.9,"MAITRI, AY",7.8,4,9999.9,0,974.3,4,999.9,0,3.8,4,21.9,4,31.9,999.9,11.3, ,5.7, ,0.0,D,999.9,0
96,96,89514099999,2003-07-16,-70.7666666,11.75,-999.9,"MAITRI, AY",9.7,4,9999.9,0,970.2,4,999.9,0,2.5,4,26.2,4,31.9,999.9,11.1, ,6.3, ,0.0,D,999.9,0
97,97,89514099999,2003-07-17,-70.7666666,11.75,-999.9,"MAITRI, AY",2.7,4,9999.9,0,970.3,4,999.9,0,4.3,4,11.8,4,18.1,999.9,12.6, ,-2.6,*,0.0,D,999.9,0
98,98,89514099999,2003-07-20,-70.7666666,11.75,-999.9,"MAITRI, AY",-6.6,4,9999.9,0,981.7,4,999.9,0,6.2,4,10.5,4,20.0,999.9,-3.5, ,-13.2, ,0.0,D,999.9,0
99,99,89514099999,2003-07-21,-70.7666666,11.75,-999.9,"MAITRI, AY",-10.7,4,9999.9,0,990.4,4,999.9,0,6.2,4,3.5,4,14.0,999.9,-4.5, ,-15.2, ,0.0,D,999.9,0
100,100,89514099999,2003-07-23,-70.7666666,11.75,-999.9,"MAITRI, AY",-9.9,4,9999.9,0,974.0,4,999.9,0,6.2,4,0.0,4,999.9,999.9,-1.7, ,-17.0, ,0.0,D,999.9,0
101,101,89514099999,2003-07-24,-70.7666666,11.75,-999.9,"MAITRI, AY",-18.0,4,9999.9,0,966.6,4,999.9,0,6.2,4,0.0,4,999.9,999.9,-8.1, ,-23.3,*,0.0,D,999.9,0
102,102,89514099999,2003-07-25,-70.7666666,11.75,-999.9,"MAITRI, AY",-11.0,4,9999.9,0,982.8,4,999.9,0,6.2,4,11.5,4,34.0,999.9,1.2,*,-28.5, ,0.0,D,999.9,0
103,103,89514099999,2003-07-26,-70.7666666,11.75,-999.9,"MAITRI, AY",4.5,4,9999.9,0,989.5,4,999.9,0,0.0,4,34.7,4,40.0,999.9,7.5,*,-6.3, ,0.0,D,999.9,0
104,104,89514099999,2003-07-28,-70.7666666,11.75,-999.9,"MAITRI, AY",-2.5,4,9999.9,0,985.3,4,999.9,0,6.2,4,0.0,4,999.9,999.9,10.8, ,-8.0, ,0.0,D,999.9,0
105,105,89514099999,2003-07-29,-70.7666666,11.75,-999.9,"MAITRI, AY",-9.0,4,9999.9,0,989.0,4,999.9,0,6.2,4,3.7,4,6.0,999.9,-1.7, ,-17.3, ,0.0,D,999.9,0
106,106,89514099999,2003-07-31,-70.7666666,11.75,-999.9,"MAITRI, AY",13.6,4,9999.9,0,969.5,4,999.9,0,0.3,4,44.9,4,59.8,999.9,17.6, ,1.2, ,0.0,D,999.9,0
107,107,89514099999,2003-08-02,-70.7666666,11.75,-999.9,"MAITRI, AY",21.4,4,9999.9,0,963.6,4,999.9,0,0.7,4,35.2,4,38.9,999.9,26.6, ,16.7,*,0.0,D,999.9,0
108,108,89514099999,2003-08-03,-70.7666666,11.75,-999.9,"MAITRI, AY",8.6,4,9999.9,0,977.6,4,999.9,0,4.3,4,19.2,4,27.0,999.9,19.9, ,2.1,*,0.0,D,999.9,0
109,109,89514099999,2003-08-04,-70.7666666,11.75,-999.9,"MAITRI, AY",-2.1,4,9999.9,0,972.9,4,999.9,0,6.2,4,19.3,4,40.0,999.9,5.0, ,-4.5, ,0.0,D,999.9,0
110,110,89514099999,2003-08-06,-70.7666666,11.75,-999.9,"MAITRI, AY",7.4,4,9999.9,0,985.6,4,999.9,0,11.7,4,35.2,4,40.0,999.9,8.8, ,3.2, ,0.0,D,999.9,0
111,111,89514099999,2003-08-07,-70.7666666,11.75,-999.9,"MAITRI, AY",12.8,4,9999.9,0,968.2,4,999.9,0,1.3,4,34.4,4,37.9,999.9,16.9, ,8.1, ,0.0,D,999.9,0
112,112,89514099999,2003-08-08,-70.7666666,11.75,-999.9,"MAITRI, AY",9.9,4,9999.9,0,966.4,4,999.9,0,6.2,4,20.5,4,29.9,999.9,14.0, ,8.4,*,0.0,D,999.9,0
113,113,89514099999,2003-08-09,-70.7666666,11.75,-999.9,"MAITRI, AY",2.8,4,9999.9,0,982.1,4,999.9,0,6.2,4,11.2,4,16.9,999.9,8.6, ,-1.1,*,0.0,D,999.9,0
114,114,89514099999,2003-08-10,-70.7666666,11.75,-999.9,"MAITRI, AY",-2.7,4,9999.9,0,981.2,4,999.9,0,5.3,4,18.3,4,27.0,999.9,3.7, ,-10.7, ,0.0,D,999.9,0
115,115,89514099999,2003-08-11,-70.7666666,11.75,-999.9,"MAITRI, AY",-6.9,4,9999.9,0,978.9,4,999.9,0,6.2,4,5.5,4,13.0,999.9,0.5, ,-12.1, ,0.0,D,999.9,0
116,116,89514099999,2003-08-18,-70.7666666,11.75,-999.9,"MAITRI, AY",1.0,4,9999.9,0,991.4,4,999.9,0,6.2,4,15.7,4,21.0,999.9,6.4, ,-3.1,*,0.0,D,999.9,0
117,117,89514099999,2003-08-19,-70.7666666,11.75,-999.9,"MAITRI, AY",-4.6,4,9999.9,0,1004.8,4,999.9,0,6.2,4,8.0,4,12.0,999.9,2.7, ,-11.6, ,0.0,D,999.9,0
118,118,89514099999,2003-08-20,-70.7666666,11.75,-999.9,"MAITRI, AY",-3.9,4,9999.9,0,996.1,4,999.9,0,6.2,4,6.8,4,12.0,999.9,0.5,*,-8.5, ,0.0,D,999.9,0
119,119,89514099999,2003-08-21,-70.7666666,11.75,-999.9,"MAITRI, AY",7.2,4,9999.9,0,985.3,4,999.9,0,6.2,4,14.5,4,23.9,999.9,15.8, ,-8.0, ,0.0,D,999.9,0
120,120,89514099999,2003-08-22,-70.7666666,11.75,-999.9,"MAITRI, AY",3.8,4,9999.9,0,985.9,4,999.9,0,6.2,4,4.2,4,16.9,999.9,13.1, ,-6.7, ,0.0,D,999.9,0
121,121,89514099999,2003-08-23,-70.7666666,11.75,-999.9,"MAITRI, AY",0.8,4,9999.9,0,995.1,4,999.9,0,6.2,4,0.0,4,999.9,999.9,15.4, ,-4.4, ,0.0,D,999.9,0
122,122,89514099999,2003-08-24,-70.7666666,11.75,-999.9,"MAITRI, AY",-1.0,4,9999.9,0,993.9,4,999.9,0,6.2,4,0.0,4,999.9,999.9,12.2, ,-6.7, ,0.0,D,999.9,0
123,123,89514099999,2003-08-25,-70.7666666,11.75,-999.9,"MAITRI, AY",7.5,4,9999.9,0,987.7,4,999.9,0,5.3,4,21.5,4,23.9,999.9,13.1, ,-4.0, ,0.0,D,999.9,0
